head_entity	relation	tail_entity	ID
APT40	relate_to	Southeast Asia	18443
APT40	relate_to	Chinese	18444
the group s activities	relate_to	China	18445
APT40	use_tool	web shells	18446
APT40	use_way	web server exploitation	18447
APT40	use_way	phishing campaigns delivering publicly available and custom backdoors	18448
APT40	use_way	strategic web compromises	18449
Spring Dragon	use_way	spearphish exploits	18450
Spring Dragon	use_way	strategic web compromises	18451
Spring Dragon	use_way	watering holes attack	18452
Spring Dragon	relate_to	Myanmar	18453
Spring Dragon	use_way	spearphish	18454
DRAGONFISH	use_tool	Elise	18455
Lotus Blossom	use_tool	Elise	18456
DRAGONFISH	relate_to	Southeast Asia	18457
DRAGONFISH	relate_to	countries near the South China Sea	18458
a campaign	target_organization	the ASEAN Defence Minister s Meeting ( ADMM )	18459
the described campaign	exploit	CVE-2017- 11882	18460
actors	use_way	CVE-2014 - 6332	18461
Lotus Blossom	use_way	spear - phishing email	18462
Lotus Blossom	target_industry	the French Ministry of Foreign Affairs	18463
Lotus Blossom	use_way	CVE-2014 - 6332	18464
Lotus Blossom	use_way	exploit CVE-2014 - 6332	18465
Lotus Blossom	target_industry	government	18466
Lotus Blossom	target_industry	higher education	18467
Lotus Blossom	target_industry	high tech companies	18468
Lotus Blossom	target_industry	military	18469
Lotus Blossom	target_industry	government	18470
Lotus Blossom	target_industry	higher education	18471
Lotus Blossom	target_industry	high tech companies	18472
we	find	Emissary	18473
Lotus Blossom	relate_to	Southeast Asia	18474
Lotus Blossom	use_tool	Emissary	18475
Magic Hound	target_organization	energy	18476
Magic Hound	target_organization	government	18477
Magic Hound	target_organization	technology	18478
Lotus Blossom	use_tool	Emissary	18479
actors	use_way	spear - phishing	18480
Lotus Blossom	use_way	spear - phishing attacks	18481
Magic Hound	target_industry	government	18482
Magic Hound	target_industry	energy	18483
Magic Hound	target_industry	technology	18484
Magic Hound	use_way	Excel and Word documents containing malicious macros	18485
Rocket Kitten	relate_to	Middle East	18486
Magic Hound	use_way	Word and Excel documents containing malicious macros	18487
Magic Hound	use_tool	MagicHound . Rollover	18488
Fetch	use_tool	AES	18489
Magic Hound	use_tool	DropIt	18490
Magic Hound	target_industry	government	18491
Magic Hound	target_industry	energy	18492
Magic Hound	target_industry	technology	18493
Magic Hound	relate_to	Saudi Arabia	18494
FireEye	find	threat actors	18495
FireEye	find	APT	18496
APT32	target_industry	journalists	18497
APT32	target_industry	Vietnamese dissidents	18498
APT32	use_way	social engineering emails	18499
APT32	have_purpose	deliver malicious macros	18500
APT32	target_industry	foreign corporations	18501
APT32	target_industry	foreign governments	18502
APT32	relate_to	Vietnam	18503
APT32	relate_to	Vietnam	18504
APT32	target_organization	companies doing business or preparing to invest in the country	18505
APT33	relate_to	Saudi Arabia	18506
APT33	relate_to	Western organizations	18507
APT33	relate_to	Iranian	18508
FireEye	find	APT34	18509
APT34	relate_to	Iranian	18510
an Iranian threat group	hacker_active_time	at least 2014	18511
emails	use_tool	recruitment - themed lures	18512
emails	use_tool	malicious HTML application ( HTA ) files	18513
OilRig	target_industry	financial	18514
OilRig	target_industry	government	18515
OilRig	target_industry	energy	18516
OilRig	target_industry	telecommunications	18517
OilRig	target_industry	other industries	18518
OilRig	relate_to	Middle East	18519
APT34	use_tool	a mix of public and non - public tools	18520
APT34	use_way	spear - phishing	18521
APT33	use_tool	ALFA TEaM Shell	18522
APT34	hacker_active_time	November 2017	18523
APT34	use_way	Microsoft Office vulnerability CVE-2017 - 11882	18524
APT34	use_tool	POWRUNER	18525
APT34	use_tool	BONDUPDATER	18526
FireEye	find	APT35	18527
APT35	use_tool	unsophisticated tools	18528
FireEye	find	APT33	18529
APT33	hacker_active_time	at least 2013	18530
APT33	relate_to	Iranian	18531
Mandiant	find	APT35	18532
APT35	target_industry	energy company	18533
APT35	hacker_active_time	early 2017	18534
APT35	use_tool	BROKEYOLK	18535
APT35	use_tool	PUPYRAT backdoor	18536
Magic Hound	relate_to	Middle East	18537
Mandiant	find	APT35	18538
CTU	find	Mia Ash	18539
COBALT GYPSY	use_way	spearphishing	18540
COBALT GYPSY	target_industry	telecommunications	18541
COBALT GYPSY	target_industry	government	18542
COBALT GYPSY	target_industry	defense	18543
COBALT GYPSY	target_industry	oil	18544
COBALT GYPSY	target_industry	financial services	18545
COBALT GYPSY	relate_to	MENA region	18546
CTU	find	COBALT GYPSY	18547
Magic Hound	use_way	social media	18548
Magic Hound	use_way	weaponized Excel documents	18549
COBALT GYPSY	hacker_active_time	January and February	18550
CTU	find	COBALT GYPSY	18551
COBALT GYPSY	relate_to	Iranian	18552
that threat actors	use_tool	Mia Ash	18553
CTU	find	COBALT GYPSY	18554
COBALT GYPSY	use_way	social media	18555
COBALT GYPSY	use_tool	social media	18556
CTU	find	COBALT GYPSY	18557
Rocket Kitten	hacker_active_time	October 2015	18558
Magic Hound	relate_to	Middle East	18559
Magic Hound	relate_to	Iran	18560
Magic Hound	relate_to	Europe	18561
Magic Hound	relate_to	United States	18562
Ajax Security	use_way	active spear phishing attacks	18563
Magic Hound	relate_to	US	18564
Magic Hound	relate_to	UK	18565
Magic Hound	relate_to	Israel	18566
Magic Hound	target_industry	political	18567
Magic Hound	target_industry	military	18568
Magic Hound	target_industry	defense	18569
Rocket Kitten	use_way	spear - phishing	18570
Check Point	find	Rocket Kitten	18571
Rocket Kitten	use_way	phishing schemes	18572
Trend Micro	find	Rocket Kitten	18573
ClearSky	find	Rocket Kitten	18574
Magic Hound	use_way	creative phishing	18575
Magic Hound	use_way	simple custom malware	18576
Behzad Mesri	relate_to	Iranian	18577
Behzad Mesri	target_organization	HBO	18578
Behzad Mesri	target_organization	Charming Kitten	18579
Oilrig1	relate_to	Iranian	18580
CopyKittens2	relate_to	Iranian	18581
Charming kitten	target_industry	international media outlets	18582
the group	use_tool	PlugX	18583
the group	use_tool	Poison Ivy ( PIVY )	18584
the group	use_tool	ChChes	18585
MenuPass	use_tool	a mix of DDNS and actor - registered domains	18586
FireEye	find	menuPass	18587
the group	hacker_active_time	2009	18588
the group	relate_to	China	18589
the group	relate_to	US	18590
the group	target_industry	overseas defense contractors	18591
menuPass	use_way	spear phishing	18592
menuPass	relate_to	Japan	18593
attacker	have_purpose	extract sensitive information	18594
attackers	use_way	zero - day	18595
attackers	hacker_active_time	2011	18596
attackers	hacker_active_time	2012	18597
attackers	target_industry	chemical makers	18598
attackers	target_industry	government agencies	18599
attackers	target_industry	defense contractors	18600
attackers	target_industry	human rights groups.10,11	18601
attackers	use_tool	Poison Ivy	18602
Attackers	have_purpose	exfiltrate data	18603
attackers	use_tool	Poison Ivy - based malware	18604
BAE Systems	target_organization	managed IT service providers	18605
BAE Systems	relate_to	Japan	18606
PwC UK	find	APT10	18607
BAE Systems	find	APT10	18608
APT10	have_purpose	cyber espionage campaign	18609
APT10	target_industry	managed IT service providers	18610
FireEye	find	APT10	18611
APT10	use_tool	Poison Ivy malware	18612
APT10	use_tool	PlugX malware	18613
APT10	hacker_active_time	2014	18614
APT10	hacker_active_time	2016	18615
PwC UK	find	APT10	18616
BAE Systems	find	APT10	18617
APT10	have_purpose	espionage	18618
APT10	have_purpose	wide ranging information collection	18619
APT10	have_purpose	exfiltrated a high volume of data	18620
FireEye	find	APT10	18621
PwC UK	find	Red Apollo	18622
BAE Systems	find	CVNX	18623
CrowdStrike	find	Stone Panda	18624
PwC UK	find	APT10	18625
APT10	hacker_active_time	2016	18626
threat actor	hacker_active_time	2016	18627
threat actor	hacker_active_time	2017	18628
threat actor	use_way	namely domain registration	18629
threat actor	use_way	infrastructure management	18630
threat actor	use_way	malware development	18631
threat actor	use_way	target operations	18632
threat actor	use_way	analysis	18633
APT10	use_tool	PlugX.	18634
APT10	relate_to	Japanese institutions	18635
APT10	use_tool	MSPs	18636
This	target_industry	intellectual property	18637
This	target_industry	sensitive data	18638
APT10	use_tool	MSPs	18639
APT10	target_industry	intellectual property	18640
APT10	use_tool	dynamic - DNS domains	18641
APT10	have_purpose	MSPs	18642
APT10	relate_to	China	18643
APT10	target_industry	government	18644
APT10	target_industry	US defence industrial base organisations	18645
APT10	hacker_active_time	December 2009	18646
APT10	target_organization	US defence industrial base organisations	18647
APT10	relate_to	China	18648
APT10	use_tool	Poison Ivy	18649
APT10	use_tool	PlugX.	18650
APT10	use_tool	MSP	18651
APT10	use_tool	mimikatz	18652
APT10	use_tool	PwDump	18653
APT10	use_way	DLL load order hijacking	18654
APT10	use_tool	scheduled tasks	18655
APT10	use_tool	Windows services	18656
APT10	use_tool	either a reverse shell	18657
APT10	use_tool	RDP connection	18658
APT10	use_way	install its malware	18659
APT10	use_way	DLL search order hijacking	18660
PwC UK	find	APT10	18661
APT10	use_tool	MimiKatz	18662
APT10	use_tool	PwDump6	18663
APT10	use_tool	legitimate	18664
APT10	use_tool	signed software	18665
APT10	relate_to	China	18666
additional campaign	target_industry	Japanese entities	18667
APT10	relate_to	China	18668
FireEye	find	APT10	18669
APT10	relate_to	Chinese	18670
APT10	have_purpose	cyber espionage	18671
Moafee	target_industry	rich resources of South China Sea region	18672
Moafee	target_organization	rare earth metals	18673
Moafee	target_organization	crude oil	18674
Moafee	target_organization	natural gas	18675
FireEye	find	Moafee	18676
FireEye	find	DragonOK	18677
Moafee	use_tool	HTRAN proxies	18678
Moafee	relate_to	Guangdong Province	18679
DragonOK	use_tool	HTRAN	18680
DragonOK	relate_to	Jiangsu Province	18681
Moafee	target_industry	governments	18682
Moafee	target_industry	military operations	18683
Moafee	have_purpose	natural resources	18684
DragonOK	target_industry	manufacturing operations	18685
DragonOK	relate_to	Japan	18686
DragonOK	relate_to	Taiwan	18687
targeted	relate_to	Israelis	18688
targeted	relate_to	Palestinians	18689
DragonOK	target_industry	high - tech	18690
DragonOK	target_industry	manufacturing companies	18691
DragonOK	relate_to	Japan	18692
DragonOK	relate_to	Taiwan	18693
Molerats attacks	relate_to	Middle East	18694
Molerats attacks	relate_to	U.S.	18695
PIVY attacks	relate_to	Egypt	18696
PIVY attacks	relate_to	Middle East	18697
Molerats	use_tool	PIVY	18698
Molerats	use_tool	command - and - control	18699
Norman	find	Molerats	18700
Kaspersky	find	Molerats	18701
FireEye	find	Molerats	18702
PwC.	find	Molerats	18703
Molerats	use_tool	DustySky	18704
Molerats	have_purpose	intelligence gathering	18705
targets	relate_to	Israel	18706
targets	relate_to	Egypt	18707
targets	relate_to	Saudi Arabia	18708
targets	relate_to	United Arab Emirates	18709
targets	relate_to	Iraq	18710
targeted	relate_to	United States	18711
targeted	relate_to	Europe	18712
MuddyWater attacks	relate_to	Middle Eastern nations	18713
attacks	relate_to	India	18714
attacks	relate_to	USA	18715
Molerats	target_industry	governmental	18716
Molerats	target_industry	diplomatic institutions	18717
Molerats	target_organization	embassies	18718
Molerats	target_industry	aerospace and defence Industries	18719
Molerats	target_industry	financial institutions	18720
MuddyWater	use_tool	POWERSTATS	18721
FIN7	have_purpose	financially motivated	18722
FIN7	target_industry	restaurant	18723
FIN7	target_industry	services	18724
FIN7	target_industry	financial sectors	18725
MuddyWater	use_tool	DNSMessenger	18726
FIN7	use_tool	DNSMessenger	18727
MuddyWater	use_tool	DNSMessenger	18728
APT28	target_industry	Brazil - based embassy	18729
Seedworm	have_purpose	benefit their sponsor s interests	18730
the group	use_tool	Powermud	18731
Seedworm	use_tool	Powermud	18732
Seedworm	use_tool	customized PowerShell	18733
Seedworm	use_tool	LaZagne	18734
Seedworm	use_tool	Crackmapexec scripts	18735
Seedworm	use_tool	Powermud backdoor	18736
Seedworm	have_purpose	access to the victim 's email	18737
Seedworm	have_purpose	social media	18738
Seedworm	have_purpose	chat accounts	18739
Seedworm	hacker_active_time	2017	18740
Seedworm	hacker_active_time	December 2018	18741
the group	relate_to	Europe	18742
the group	relate_to	North America	18743
the group	relate_to	Middle East	18744
MuddyWater	relate_to	Iranian	18745
MuddyWater	hacker_active_time	2017	18746
the group	target_industry	Governments	18747
the group	target_industry	Academy	18748
the group	target_industry	Crypto - Currency	18749
the group	target_industry	Telecommunications	18750
the group	target_industry	Oil sectors	18751
MuddyWater	use_way	spear phishing	18752
actor	target_industry	government	18753
actor	target_industry	defense	18754
actor	relate_to	Central and Southwest Asia	18755
attackers	relate_to	Asia	18756
attackers	relate_to	Middle East	18757
TEMP.Zagros	use_tool	following techniques	18758
MuddyWater	relate_to	Saudi	18759
MuddyWater	use_way	attack involving PowerShell scripts	18760
Palo Alto Networks	find	TEMP.Zagros	18761
Trend Micro	find	TEMP.Zagros	18762
group	target_industry	telecommunications	18763
group	target_industry	IT services	18764
MuddyWater	relate_to	Middle East	18765
MuddyWater	relate_to	Europe	18766
MuddyWater	relate_to	the US	18767
group	target_industry	governmental	18768
group	relate_to	Iraq	18769
group	relate_to	Saudi Arabia	18770
MuddyWater	use_way	spear - phishing	18771
MuddyWater	relate_to	Lebanon	18772
MuddyWater	relate_to	Oman	18773
MuddyWater	use_tool	POWERSTATS	18774
2018,Trend Micro	find	MuddyWater	18775
MuddyWater	use_way	phishing	18776
MuddyWater	use_way	spam	18777
MuddyWater	target_industry	government bodies	18778
MuddyWater	target_industry	military entities	18779
MuddyWater	target_industry	telcos and educational institutions	18780
MuddyWater	relate_to	Iraq	18781
MuddyWater	relate_to	Saudi Arabia	18782
MuddyWater	relate_to	Mali	18783
MuddyWater	relate_to	Austria	18784
MuddyWater	relate_to	Russia	18785
MuddyWater	relate_to	Iran	18786
MuddyWater	relate_to	Bahrain	18787
Seedworm	relate_to	Pakistan	18788
Seedworm	relate_to	Turkey	18789
Seedworm	relate_to	Russia	18790
Seedworm	relate_to	Saudi Arabia	18791
Seedworm	relate_to	Afghanistan	18792
Seedworm	relate_to	Jordan	18793
MuddyWaters	use_way	advanced social engineering	18794
BlackWater	use_tool	Visual Basic for Applications	18795
Talos	find	MuddyWater	18796
BlackWater	hacker_active_time	Between February and March 2019	18797
BlackWater	use_tool	PowerShell commands	18798
MuddyWater	target_organization	the group	18799
Unit 78020	use_tool	greensky27.vicp.net	18800
Naikon	use_tool	greensky27.vicp.net	18801
Tran Duy Linh	use_way	CVE-2012 - 0158	18802
Tran Duy Linh	hacker_active_time	April 10	18803
Tran Duy Linh	hacker_active_time	2014	18804
Our	find	Naikon APT	18805
Naikon APT	relate_to	Asia	18806
Naikon APT	relate_to	South China Sea	18807
we	find	Naikon	18808
attackers	relate_to	Chinese - speaking	18809
